Country,GA_Name,Formed,Description,Off_website,Address,Jurisdiction,wiki_infobox
Spain,Comisión Nacional del Mercado de Valores,"July 28, 1988",The National Securities Market Commission is the Spanish government agency responsible for the financial regulation of the securities markets in Spain. It is an independent agency that falls under the Ministry of Economy.,www.cnmv.es,"Madrid, Spain",Spain,"{'comisión nacional del mercado de valores (cnmv)': 'Comisión Nacional del Mercado de Valores (CNMV)', 'logo': 'Logo', 'headquarters in madrid': 'Headquarters in Madrid', 'agency overview': 'Agency overview', 'formed': 'July\xa028,\xa01988', 'jurisdiction': 'Spain', 'headquarters': 'Madrid, Spain', 'agency executives': 'Sebastián Albella Amigo, ChairmanAna María Martínez-Pina, Vice Chairwoman', 'parent agency': 'Ministry of Economy', 'key document': 'Securities Market Act of 2015 (in Spanish)', 'website': 'www.cnmv.es'}"
Spain,Ministry of Finance of Spain,"July 11, 1705; 315 years ago(as Secretary of the Universal Dispatch of War and Treasury)",The Ministry of Finance or Ministry of Treasury is the department of the Government of Spain responsible for planning and carrying out the government policy on public finance and budget and it applies ...,Ministry of the Treasury(in Spanish),"Real Casa de la Aduana 5, Calle de Alcalá Madrid",,"{'Ministerio de Hacienda': 'Ministerio de Hacienda', nan: nan, 'Main headquarters': 'Main headquarters', 'Agency overview': 'Agency overview', 'Formed': 'July\xa011, 1705; 315\xa0years ago(as Secretary of the Universal Dispatch of War and Treasury)', 'Type': 'Ministry', 'Jurisdiction': 'Spanish government', 'Headquarters': 'Real Casa de la Aduana 5, Calle de Alcalá Madrid', 'Employees': '33,720 (2019)[note 1][1]', 'Annual budget': '€21.4 billion, 2019[2]', 'Minister responsible': 'María Jesús Montero, Minister', 'Agency executives': 'Inés Bardón, Secretary of State for Finance and President of the Spanish Tax AgencyMaría José Gualda Romero, Secretary of State for Budgets and ExpendituresMaría del Pilar Paneque, Under-Secretary', 'Child agencies': 'Secretariat of State for Finance[3]Secretariat of State for Budgets and Expenditures[4]Agencia Tributaria', 'Website': 'Ministry of the Treasury(in Spanish)'}"
Spain,"Ministerio de Sanidad, Servicios Sociales e Igualdad",,"The Ministry of Health is the department of the Government of Spain responsible for proposing and executing the government policy on health, planning and providing healthcare as well as the exercise of the powers of the General State Administration to assure citizens the right to health protection.",,,,
Spain,Ministry of Development,5 November 1832, 187 years ago,"The Ministry of Transport, Mobility and Urban Agenda, traditionally known as the Ministry of Development, is the department of the Government of Spain responsible for preparing and implementing the ...",www.mitma.gob.es,,5 November 1832
Spain,"Ministry of Labour, Migrations and Social Security","May 8, 1920; 100 years ago(as Ministry of Labour)January 13, 2020 (as Ministry of Labour and Social Economy)",The Ministry of Labour and Social Economy is the department of the Government of Spain responsible for planning and carrying out the government policy on labour relations and social economy.,www.mites.gob.es,"Nuevos Ministerios, Agustín de Bethencourt Street 4, (Madrid)",,"{'Ministerio de Trabajo y Economía Social': 'Ministerio de Trabajo y Economía Social', nan: nan, 'Main door of the Ministry in the Nuevos Ministerios complex': 'Main door of the Ministry in the Nuevos Ministerios complex', 'Agency overview': 'Agency overview', 'Formed': 'May\xa08, 1920; 100\xa0years ago(as Ministry of Labour)January 13, 2020 (as Ministry of Labour and Social Economy)', 'Type': 'Ministry', 'Jurisdiction': 'Spanish government', 'Headquarters': 'Nuevos Ministerios, Agustín de Bethencourt Street 4, (Madrid)', 'Employees': '38,559 (2019)[note 1][1]', 'Annual budget': 'Approx. € 25 billion, 2019[2]', 'Minister responsible': 'Yolanda Díaz, Minister', 'Website': 'www.mites.gob.es'}"
Spain,Ministry of Foreign Affairs,"30 November 1714; 305 years agoas ""First Secretary of State""","The Ministry of Foreign Affairs, European Union and Cooperation is a department of the Government of Spain in charge of planning, managing, carrying out and evaluating the country's foreign policy and ...",exteriores.gob.es,Santa Cruz Palace (Madrid),,"{'Ministerio de Asuntos Exteriores, Unión Europea y Cooperación': 'Ministerio de Asuntos Exteriores, Unión Europea y Cooperación', nan: nan, 'The main headquarters': 'The main headquarters', 'Agency overview': 'Agency overview', 'Formed': '30\xa0November 1714; 305\xa0years agoas ""First Secretary of State""', 'Jurisdiction': 'Government of Spain', 'Headquarters': 'Santa Cruz Palace (Madrid)', 'Minister responsible': 'Ms. Arancha González Laya, Foreign Minister', 'Agency executives': 'Cristina Gallach, Secretary of State for Foreign AffairsJuan González-Barba Pera, Secretary of State for the European UnionÁngeles Moreno Bau, Secretary of State for International CooperationManuel Muñiz, Secretary of State for Global SpainMaría Celsa Nuño García, Under-Secretary', 'Child agencies': 'Escuela DiplomáticaAECIDCervantes InstituteAcademia de España en Roma', 'Website': 'exteriores.gob.es'}"
Spain,State Meteorological Agency,"August 18, 1887; 132 years ago","The State Meteorological Agency is an agency of the Government of Spain responsible for providing weather forecast, warnings of hazardous weather and assisting the administrations with tasks over civil defence and state defence and security.",www.aemet.es,"Madrid, Spain",,"{'Agencia Estatal de Meteorología': 'Agencia Estatal de Meteorología', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'August\xa018, 1887; 132\xa0years ago', 'Preceding agency': 'Instituto Nacional de Meteorología', 'Headquarters': 'Madrid, Spain', 'Agency executive': 'Miguel Angel Lopez Gonzalez, President', 'Parent agency': 'Ministry of Environment', 'Website': 'www.aemet.es'}"
Spain,Ministry of the Presidency,"July 19, 1951; 69 years ago(as Minister-Assistant Secretary of the Presidency)January 13, 2020 (as Ministry of the Presidency, Relations with the Cortes and Democratic Memory)","The Ministry of the Presidency, Relations with the Cortes and Democratic Memory is the department of the Government of Spain which assures the link between the different Ministries and the Prime Minister and is responsible for the relations between the Government and the Parliament.","Ministry of the Presidency, Relations with the Cortes and Equality(in Spanish)","INIA Building, Moncloa Palace, Madrid",,"{'Ministerio de la Presidencia, Relaciones con las Cortes y Memoria Democrática': 'Ministerio de la Presidencia, Relaciones con las Cortes y Memoria Democrática', nan: nan, 'Headquarters of the Ministry in the Palace of Moncloa': 'Headquarters of the Ministry in the Palace of Moncloa', 'Agency overview': 'Agency overview', 'Formed': 'July\xa019, 1951; 69\xa0years ago(as Minister-Assistant Secretary of the Presidency)January 13, 2020 (as Ministry of the Presidency, Relations with the Cortes and Democratic Memory)', 'Preceding agency': 'Assistant Secretary of the Presidency', 'Type': 'Ministry', 'Jurisdiction': 'Spanish government', 'Headquarters': 'INIA Building, Moncloa Palace, Madrid', 'Minister responsible': 'Carmen Calvo Poyato, Minister', 'Agency executives': 'José Antonio Montilla, Secretary of State for Relations with the CortesFernando Martínez López, Secretary of State for Democratic MemoryAntonio Hidalgo López, Under-Secretary', 'Child agencies': 'Official State GazettePatrimonio NacionalCentro de Estudios Políticos y ConstitucionalesCentro de Investigaciones Sociológicas', 'Website': 'Ministry of the Presidency, Relations with the Cortes and Equality(in Spanish)'}"
Spain,Ministry of Economy,4 November 1928, 91 years ago(as Ministry of National Economy)13 January 2020 (as Ministry of Economic Affairs and Digital Transformation),"The Ministry of Economic Affairs and Digital Transformation is the department of the Government of Spain responsible for the proposing and carrying out the government policy on economic affairs, business ...","Ministry of Economy, Industry and Competitiveness(in Spanish)",,4 November 1928
Spain,Ministry for Territorial Administrations,"April 5, 1979; 41 years ago(as Ministry for Territorial Administration)June 7, 2018 (as Ministry of Territorial Policy and Civil Service)","The Ministry for Territorial Administrations, currently known as Ministry of Territorial Policy and Civil Service, is the department of the Government of Spain which manages the policies of the government ...",www.mptfp.gob.es(in Spanish),"Palace of Villamejor, Madrid",,"{'Ministerio de Política Territorial y Función Pública': 'Ministerio de Política Territorial y Función Pública', nan: nan, 'Palace of Villamejor, headquarters of the Ministry': 'Palace of Villamejor, headquarters of the Ministry', 'Agency overview': 'Agency overview', 'Formed': 'April\xa05, 1979; 41\xa0years ago(as Ministry for Territorial Administration)June 7, 2018 (as Ministry of Territorial Policy and Civil Service)', 'Preceding agencies': 'Ministry of the InteriorDeputy Minister for the Regions', 'Type': 'Ministry', 'Jurisdiction': 'Spanish government', 'Headquarters': 'Palace of Villamejor, Madrid', 'Minister responsible': 'Carolina Darias, Minister', 'Agency executives': 'Francisco Hernández Spínola, Secretary of State for Territorial Policy and Civil ServiceDionisia Manteca Marcos, Under-Secretary', 'Child agencies': 'Institute for the Evaluation of Public PoliciesNational Institute of Public Administration', 'Website': 'www.mptfp.gob.es(in Spanish)'}"
Spain,Ministry of Justice,"November 30, 1714; 305 years ago","The Ministry of Justice is the department of the Government of Spain responsible for preparing and carrying out the government policy in order to bring the legal system off, specially in criminal, civil, ...",Ministry of Justice(in Spanish),Palacio de la Marquesa de la Sonora (Madrid),,"{'Ministerio de Justicia': 'Ministerio de Justicia', nan: nan, 'Headquarters of the Ministry': 'Headquarters of the Ministry', 'Agency overview': 'Agency overview', 'Formed': 'November\xa030, 1714; 305\xa0years ago', 'Preceding agency': 'Ministry of Justice and Interior', 'Type': 'Ministry', 'Jurisdiction': 'Spanish government', 'Headquarters': 'Palacio de la Marquesa de la Sonora (Madrid)', 'Annual budget': '€1,698.23 million (2012)[1]', 'Minister responsible': 'Mr. Juan Carlos Campo, Minister', 'Agency executives': 'Pablo Zapatero Miguel, Secretary of StateFrancisco de Borja Vargues Valencia, Secretary-GeneralJosé Miguel Bueno Sánchez, Under-Secretary', 'Website': 'Ministry of Justice(in Spanish)'}"
Spain,Ministry of the Interior,19 March 1812, 208 years ago,"The Ministry of the Interior is a department of the Government of Spain responsible for public security, the protection of the constitutional rights, the command of the law enforcement agencies, national security, immigration affairs, prisons, civil defense and road traffic safety.",www.interior.gob.eswww.mir.es,,19 March 1812
Spain,Ministry of Industry,"12 June 1933; 87 years ago7 June 2018 (as Ministry of Industry, Trade and Tourism)","The Ministry of Industry, Trade and Tourism is the department of the Government of Spain responsible for the proposal and execution of the government policy on industry, trade and tourism, including ...","Ministry of Industry, Trade and Tourism(in Spanish)","160 Paseo de la CastellanaMadrid, Spain",,"{'Ministerio de Industria, Comercio y Turismo': 'Ministerio de Industria, Comercio y Turismo', nan: nan, 'The current headquarters in the Nuevos Ministerios complex.': 'The current headquarters in the Nuevos Ministerios complex.', 'Agency overview': 'Agency overview', 'Formed': '12\xa0June 1933; 87\xa0years ago7 June 2018 (as Ministry of Industry, Trade and Tourism)', 'Preceding agency': 'Ministry of Agriculture, Industry and Trade', 'Type': 'Ministry', 'Jurisdiction': 'Spanish government', 'Headquarters': '160 Paseo de la CastellanaMadrid, Spain', 'Employees': '3,133 (2019)[1]', 'Annual budget': '€2.89 billion, 2019[2]', 'Minister responsible': 'Reyes Maroto, Minister', 'Agency executives': 'Xiana Margarida Méndez Bértolo, Secretary of State for TradeIsabel María Oliver, Secretary of State for TourismRaül Blanco Díaz, Secretary General for Industry and SMEs', 'Child agencies': 'ICEXTurespañaParadoresSEGITTURSpanish Metrology CenterSpanish Patent and Trademark Office', 'Website': 'Ministry of Industry, Trade and Tourism(in Spanish)'}"
